ID	Title	Game	Author	Version	Date	Tags	Description	Update	Embed	URL	Text	Icon	Source	Thread	Alt URL	Alt Text	Alt Icon	Guide URL	Guide Text		
p5-akechi-navi	Akechi Navigator	P5	AnotherNicholas	2	11/14/2020	Navigator	Replaces Futaba's Navi Portrait with 3rd Semester Akechi's from P5R. <br>Replaces most battle lines. <br>Replaces 6 of Futaba's Mementos Conversations.	<b>Update 2.0</b>: Includes clean versions of most combat lines now	https://www.youtube.com/watch?v=qfbaI3Vubvc	https://drive.google.com/file/d/1IUAY2Ea5gJZpUtk_Ghnjt68t-PeQwoch/view	Mod	folder-open	 	https://shrinefox.com/forum/viewtopic.php?f=15&t=595&p=2368#p2368	 	 	 	 	 		
p5-persona-backport	Big Personas Backport Mod	P5	Magatsu	4	12/26/2020	"TBL, Persona, Port"	Backports Personas from P5R and other games. Includes:<br>-The new Arcanas from Royal<br>- New Custom Personas<br>- New skills<br>- Royal Personas now in their original slots	<b>Update 4:</b> <br>- P3/P4/Scramble/SMT III/Imagine Personas/Demons<br>- Fixed some issues<br>- Added more skills<br>- Quick names fix<br>- And other many things	https://cdn.discordapp.com/attachments/698069141210398751/791143382721495080/Persosna.png	https://mega.nz/file/wShSjB6K#EwCXmSPgJ9qxJZuKtdCH5VxwfEKDf3ZfYMfgkGAAUTM	Mod	folder-open	 	https://shrinefox.com/forum/viewtopic.php?f=15&t=464	https://shrinefox.com/forum/viewtopic.php?f=15&t=464	Required EBOOT Patch	code	 	 		
p3fes-journey-rebalance	Faithful Party Rebalance (Journey + Answer)	P3FES	Phoenix	1	10/1/2020	"TBL, QoL"	"A faithful rebalance of the Persona 3 cast based on skills/ skill progression of Vanilla Journey, FES Journey, The Answer, and Portable Journey combined into one."	 	https://www.youtube.com/watch?v=yoqDSHDvy4E	https://gamebanana.com/gamefiles/12958	Mod	folder-open	 	https://shrinefox.com/forum/viewtopic.php?f=11&p=2537#p2537	 	 	 	 	 		
p5-cognitive-thieves	Cognitive Phantom Thieves	P5	Haalyle	1	10/1/2020	"Player Model, Party Model"	A texture mod based on the Cognitive Phantom Thieves from Scramble.	 	https://pbs.twimg.com/media/EjIVCXFU0AIpUQd.jpg	https://drive.google.com/file/d/1N1M173i2dELAXne7p1E3zP71S9oWOQrF/view	Mod	folder-open	 	https://shrinefox.com/forum/viewtopic.php?f=15&t=640	 	 	 	 	 		
p5-unmaskedbattle	Unmasked Joker Battle Portrait	P5	Century_	1	10/2/2020	"Port, UI"	Backport of the Unmasked joker battle portrait used in P5R. Mod idea by: The First Blue Haired Protagonist	 	 	https://cdn.discordapp.com/attachments/353506385213784065/761457770313678878/Unmasked_Joker_Battle_Portrait.7z	Mod	folder-open	 	https://shrinefox.com/forum/viewtopic.php?f=15&t=644	 	 	 	 	 		
p5-royal-title-backport	P5R Title Screen Model Backport	P5	Century_	1	10/2/2020	"Titlescreen, Player Model, Party Model"	"A seemingly ""simple"" mod. This mod replaces the title screen models in P5 with the ones from P5R, the difference is minimal, but it's there.<br>Instead of having the characters wearing their school uniform they now have Phantom Thief clothes, that's about it lol.<br>I also changed the song ""Phantom"" for ""Royal Days"" because why not? :)"	 	https://cdn.discordapp.com/attachments/746584552293531720/761696463305572432/Screenshot_169.png	https://mega.nz/file/0Xo0WJDK#fDVCjwhDZp9gLMBlZ-ivrffMsrpV_0Vx55ZNxMU2V-c	Mod	folder-open	 	https://shrinefox.com/forum/viewtopic.php?f=15&t=645	 	 	 	 	 		
p5-rebalance	P5 Rebalance	P5	JustAnotherAnon	1	10/4/2020	"TBL, QoL"	"A mod that re-balances items, skills, and some personas to make stuff that's useless less useless. <br>- Gave Arsene 16 skills from level 0 to 66, including ones that he has in the opening stage <br>- Gave Kaguya 16 skills <br>- Tweaked some ultimate weapon stats and effects <br>- Altered some of the items created via electric chair <br>- Tweaked some team member persona's <br>- Double damage of attack items and gave some of them status effects"	 	 	https://drive.google.com/file/d/1BXFPVZiN7pcSRL3lBlQnZ_c1pmYvTOJl/view	Mod	folder-open	 	https://shrinefox.com/forum/viewtopic.php?f=15&t=647	 	 	 	 	 		
p5-nocturne-battle-bgm	SMT III: Nocturne Battle Theme	P5	NogiCZek	1	10/5/2020	"BGM, ADX, AWB"	Mod replacing Last Surprise with One More God Rejected from Shin Megami Tensei III: Nocturne	 	 	https://drive.google.com/file/d/1o_CGKyKmJxyHlNX9lXPhcF1aY1Zubewo/view	Mod	folder-open	 	https://shrinefox.com/forum/viewtopic.php?f=15&t=648	 	 	 	 	 		
p5r-darkechi-cutin-fix	Darkechi Cutin Fix	P5R	lipsum	1	10/9/2020	DDS	"Akechi's 3rd semester cutin (bct_p_bc0009_01) uses the wrong alpha channel - specifically, the alpha channel from Akechi's default cutin (bct_p_bc0009). The issue exists in all versions of the game, and even appears in promotional material. This mod fixes the cutin alpha channel using the Thieves Den render of said cutin as a reference."	 	https://cdn.discordapp.com/attachments/546718581572894730/764212134648741898/compare50q.png	https://cdn.discordapp.com/attachments/546718581572894730/764498139482292244/Darkechi_Cutin_Fix.7z	Mod	folder-open	 	https://shrinefox.com/forum/viewtopic.php?f=29&t=651	 	 	 	 	 		
p5-p3d-font-mod	EPIC Persona 3 Dancing Font Mod	P5	Century_	1	10/9/2020	FNT	"Pretty self-explanatory. This mod replaces the normal P5 font with the P3D Font EXCEPT for Kanji Characters, mainly because there's too many of them and the characters don't align on both font files."	 	https://cdn.discordapp.com/attachments/746584552293531720/764275430164791296/unknown_2.png	https://cdn.discordapp.com/attachments/746584552293531720/764274738671386644/P3D_Font_Port.7z	Mod	folder-open	 	https://shrinefox.com/forum/viewtopic.php?f=15&p=2581#p2581	 	 	 	 	 		
p5-p3musicpack	Persona 3 Music Pack	P5	DonQuixote	2	10/10/2020	"BGM, ADX"	"This music pack replaces nearly every track in the game with various tracks from Persona 3, FES, Portable, the movies, Reincarnation, and Q1 and Q2. This was done to give Persona 5 a feeling similar to Persona 3 because I really, really love Persona 3. <a href=""https://shrinefox.com/forum/viewtopic.php?f=15&p=2460#p2460"">Tracklist</a>"	"<b>Update 2.0</b>: -Increased the decibels of 46 - Darkness, 34 - Bonds, 14 - Calamity, 37 - Crisis, 38 and 39 - Persona Invocation, 4 - Troubled, 6 - p3ct004_01, 87 - This Mysterious Feeling, 85 - Kyoto, 42 - Paulownia Mall -In the Labyrinth-, 57 - Blind Alley, 54 - Between Doors, 55 - Interstice of Time, 48 - Heartful Cry, 60 - Persona, and 78 - Iwatodai Dorms by 3. <br>-Increased the decibels of 29 - Darkness by 6."	 	https://drive.google.com/drive/folders/1NdUjLzfK15sDFjzUgLi6L14EIW_ma2g3	Mod	folder-open	 	https://shrinefox.com/forum/viewtopic.php?f=15&p=2460#p2460	 	 	 	 	 		
p5-scramble-royal-bgm	P5 Royal/Scramble Music Mod	P5	NogiCZek	1.1	10/10/2020	"BGM, ADX, AWB"	"This mod replaces some music with music from P5R and P5S . <a href=""https://shrinefox.com/forum/viewtopic.php?f=15&t=654"">Track List</a>"	 	 	https://drive.google.com/file/d/1dWEp0x6Ks7CUIAISIlL-sAqZCTObQ_sC/view	Mod	folder-open	 	https://shrinefox.com/forum/viewtopic.php?f=15&t=654	 	 	 	 	 		
p5-random-weapons	Random Weapon Pack Mod	P5	ReLyf	1	10/11/2020	"Weapon Model, GMD"	"This mod replaces All of Joker weapon and gun, Also replaces Yusuke final sword"	 	https://cdn.discordapp.com/attachments/715292143442460704/739049146765410314/transparent-image1.jpg	https://cdn.discordapp.com/attachments/714673250205958286/739393703923154964/Weap.7z	Mod	folder-open	 	https://shrinefox.com/forum/viewtopic.php?f=15&t=521	 	 	 	 	 		
p4d-jotaro-naoto	Jotaro Costume (Naoto)	P4D	80constant	1	10/11/2020	"Player Model, GMD"	This is a model import for Naoto that adds a costume with the clothes of Jotaro Kujo from Jojo's Bizarre Adventure: Stardust Crusaders. Enjoy!	 	https://www.youtube.com/watch?v=rsOjBhsJf7M	https://drive.google.com/file/d/172-A5KYyS5ywuZK89vAw7tCk4DYkGEhI/view?usp=sharing	Mod	folder-open	 	https://shrinefox.com/forum/viewtopic.php?f=16&t=606	 	 	 	 	 		
p5-p3femc-bgm	Persona 3 FeMC Music Pack	P5	DonQuixote	1	10/12/2020	"ADX, AWB, BGM"	"This music pack serves as an alternate version of my previous mod, the Persona 3 Music Pack. I had gotten feedback to make some adjustments to it in order to give Persona 5 a feeling similar to Persona 3 Portable for those of us who really, really love the FeMC.<br><a href=""https://shrinefox.com/forum/viewtopic.php?f=15&t=658"">Track List</a>"	 	 	https://drive.google.com/drive/folders/1QhPWW7cjuGOPdVlUbfYS-a0TI_dof6S1	Mod	folder-open	 	https://shrinefox.com/forum/viewtopic.php?f=15&p=2609#p2609	 	 	 	 	 		
p5-twewy-bgm	The World Ends With You P5 Remix	P5	AnotherNicholas	1	10/13/2020	"Titlescreen, ADX, AWB, BGM"	"A giant TWEWY based music pack that does a few extra things:<br>Replaces a total of 56 songs<br>Updates the title screens logo and sounds<br>Completely changes the fiction agreement<br><a href=""https://shrinefox.com/forum/viewtopic.php?f=15&p=2614"">Track List</a>"	 	 	https://drive.google.com/file/d/1fvhB5tCkaLnXGk05fKHdzA2FJTLph8jk/view	Mod	folder-open	 	https://shrinefox.com/forum/viewtopic.php?f=15&p=2614	 	 	 	 	 		
p5-no-hands-idle	MC - no hands in pockets for idle animations	P5	Crowpocalypse	1	10/13/2020	Player Animation	Small mod for those who'd like to take screen shots of custom MC models without the character putting their hands in their pockets.		https://i.imgur.com/byPPk35.png	https://mega.nz/file/qGp2kSwA#OZxOMHuzplZkW2Hr26USN_eU8CWn8S_s-1f1lPcMXes	Mod	folder-open		https://shrinefox.com/forum/viewtopic.php?f=15&p=2615							
p3fes-nanako-mod	Nanako over Ken	P3FES	Pioziomgames	1	10/18/2020	"UI,Party Model,model swap"	A mod that replaces Ken with Nanako	 	https://i.imgur.com/ccWBd2J.png	https://drive.google.com/drive/folders/1rOX7WaVI6k9Ar54BVicnj-HrrULdVjyH?usp=sharing	Mod	folder-open	 	https://shrinefox.com/forum/viewtopic.php?f=11&t=685	 	 	 	 	 		 
p4g-bgme	BGM Enhanced: Aemulus	P4G	T-Pose Ratkechi	1	10/21/2020	"BGM, Aemulus, Inaba EXE Patcher"	Expand and randomize battle BGM.	 	 	https://gamebanana.com/gamefiles/13117	Mod	folder-open	 	https://shrinefox.com/forum/viewtopic.php?f=19&t=689	 	 	 	 	 		
switch-ui	Switch Button Prompts	P5	DniweTamp	1	10/22/2020	"UI, HUD"	A mod that replaces all P5 Button Prompts to those that are seen in the Switch release of Persona 5 Scramble	 	https://cdn.discordapp.com/attachments/383343424625180675/768815667360170044/preview.png	https://cdn.discordapp.com/attachments/383343424625180675/768815930284179496/Switch_Button_Prompts.7z	Mod	folder-open	 	https://shrinefox.com/forum/viewtopic.php?f=15&t=690	 	 	 	 	 		 
p3fes-cheat-sheets	Classroom and Social Link cheat sheets	P3FES	Phoenix	1.05	10/23/2020	BMD	Tired of having a controller in one hand and a guidebook in the other? Take back your other hand with the power of in-game text edits.	 	https://www.youtube.com/watch?v=-OMFG8gEVmA	https://gamebanana.com/gamefiles/13084	(Social Links)	folder-open	 	https://shrinefox.com/forum/viewtopic.php?f=11&t=693	https://gamebanana.com/gamefiles/13051	(Classroom)	folder-open	 	 		
p5-joker-lupin-III	Lupin III Joker Costumes	P5	DniweTamp	1	10/23/2020	"Player Model, Party Model, GMD"	"This mod replaces 5 of Joker's outfits to the Lupin the 3rd based ones,<br>The following costumes were changed:<br><br>Summer Uniform - The Green Jacket (Part 1)<br>Summer Casual - The Red Jacket (Part 2)<br>Winter Uniform - The Pink Jacket (Part 3)<br>Winter Casual - The Blue Jacket (Part 4-5)<br>Swimsuit - The Black Jacket (Goodbye Partner)"	 	https://cdn.discordapp.com/attachments/681270126657798295/769347180002803712/unknown.png	https://cdn.discordapp.com/attachments/383343424625180675/769349368184569887/Lupin_III_Joker_costumes.7z	Mod	folder-open	 	https://shrinefox.com/forum/viewtopic.php?f=15&t=694	 	 	 	 	 		
p3-modern-rebalance	Modern Skill Rebalance	P3FES	Phoenix	1.2	11/21/2020	TBL	"Modernized balance changes for The Journey and The Answer. <br><a href=""https://shrinefox.com/forum/viewtopic.php?f=11&t=653"">See full list of changes</a>"	<b>Update 1.2</b>: Integrated Skill Backport mod + other tweaks<br><b>Update 1.1</b>: -The Answer support<br>-Mod Compendium support (since v1.05)<br>-Additional tweaks<br>-Spreadsheet of patchnotes (see forum post)	https://www.youtube.com/watch?v=k1TlOJbu-is	https://gamebanana.com/gamefiles/13027	Mod	folder-open	 	https://shrinefox.com/forum/viewtopic.php?f=11&t=653	 	 	 	 	 		
p5-other-outfits	Other Battle Outfits	P5	Haalyle	1	10/24/2020	"Player Model, Party Model"	"Changing Joker, Ann and Ryuji's outfits to different ones. Joker's Swimsuit to Towel, etc."	 	https://pbs.twimg.com/media/ElJ0KwmUYAI6otN?format=jpg&name=small	https://drive.google.com/file/d/1fCQY46Dmbh4sAfXQcvzCXC59jExKskw2/view?usp=sharing	Mod	folder-open	 	https://shrinefox.com/forum/viewtopic.php?f=15&t=696	 	 	 	 	 		
p4g-anime-cutscenes-mod	Persona 4: The Animation Cutscene Replacements	P4G	ARandomGuy231	0.3	10/26/2020	FMV	This mod aims to replace most of the in-game cutscenes with those from the anime.	 		https://gamebanana.com/wips/52503	Mod	folder-open	 	https://shrinefox.com/forum/viewtopic.php?f=19&t=697	 	 	 	 	 		
p5-ctsm	Colorful Title Screen Models	P5	HaythamQuake	1	10/28/2020	"Models, DDS"	Inspired by Scramble's title screen	 	https://i.imgur.com/Nxzu6RC.png	https://mega.nz/file/KMATWQCL#SO9ic1aFf4GNg4uEdU0PhC2qWkef-x8r0gnce4-OTQA	Mod (Regular)	folder-open	 	https://shrinefox.com/forum/viewtopic.php?f=15&t=699	https://mega.nz/file/7QZRXYzL#HCZ8_RQRbVbQtPsuJJHkCdugeJncUmcRsxH_WXW34JQ	Mod (Darkechi Edition)	folder-open	 	 		
p5-michael-myers	Persona 5 x Halloween - Playable Michael Myers	P5	Crowpocalypse	1	10/31/2020	Model Swap	Happy Halloween! Play as Michael Myers from the classic Halloween franchise.	 	https://www.youtube.com/watch?v=zSSPn_OTZAU	https://mega.nz/fm/qaogGQ4Z	Mod	folder-open	 	https://shrinefox.com/forum/viewtopic.php?f=15&t=707	 	 	 	 	 		
p5-orpehusarseneizanagi-colour	Orpheus Coloured Arsene/Izanagi	P5	BarrelRoller64	1	10/30/2020	Texture	Recolours for Arsene/Izanagi to give them an Orpheus themed colour scheme.	 	https://i.imgur.com/KDNzXwd.png	http://www.mediafire.com/file/23gk3htlipojisf/Orphsene.7z/file	Mod	folder-open	 	https://shrinefox.com/forum/viewtopic.php?f=15&t=704	 	 	 	 	 		
p5-jp-voicepack	P3MC + Darkechi + Kasumi JP voice	P5	luigi0121	1	10/29/2020	ADX	Darkechi change some voice.<br>Kasumi full change I think...<br>P3MC battle DLC persona and some of Persona voice.<br>thank DniweTamp gave me PQ2 P3MC voice	 	https://www.youtube.com/watch?v=-6vbrJODfUs&t=667s	https://www.mediafire.com/file/ct0l31pnkbztxls/sound_jp.zip/file	Mod	folder-open	 	https://shrinefox.com/forum/viewtopic.php?f=15&t=700	 	 	 	 	 		
p5d-starlight-akechi	Starlight Outfit Akechi	P5D	Saitsu	1	11/2/2020	GMD	Akechi's P5R Starlight outfit ported to P5D	 	https://media.discordapp.net/attachments/645431333434294332/772998981236031498/Screenshot_2020-11-02_22-41-46.png?width=1205&height=678	https://cdn.discordapp.com/attachments/645431333434294332/772998830748073984/P5D_Starlight_Akechi.rar	Mod	folder-open	 	https://shrinefox.com/forum/viewtopic.php?f=16&t=711	 	 	 	 	 		
p5-loki-arsene	Loki Themed Arsene	P5	Saitsu	1	11/1/2020	"GMD, Persona, Arsene"	Arsene but he looks like Loki	 	https://media.discordapp.net/attachments/715292143442460704/740045047491330048/unknown.png?width=705&height=677	https://cdn.discordapp.com/attachments/715292143442460704/740044943149760633/Arsene_Loki.rar	Mod	folder-open	 	https://shrinefox.com/forum/viewtopic.php?f=15&t=710	 	 	 	 	 		
p5d-darkechi	Dark Suit Akechi	P5D	Saitsu	1	11/1/2020	"GMD, Player Model"	P5R Dark Suit Akechi ported to P5D		https://media.discordapp.net/attachments/681270126657798295/772605654455943188/unknown.png?width=1205&height=678	https://cdn.discordapp.com/attachments/645431333434294332/772613231503212564/Darkechi.rar	Mod	folder-open		https://shrinefox.com/forum/viewtopic.php?f=16&p=2725#p2725							
p4g-marie-items	Keep Inventory in Hollow Forest	P4G	ShrineFox	1.2	1/28/2021	BF	"Prevents the game from removing your inventory and equips when entering the Hollow Forest dungeon, so you can still use all your regular costumes, items, armor etc."	"<b>Update 1/28/2021</b>: Fixed bug where you lose your inventory after dungeon is completed<br><b>Update 11/23/2020</b>: - Added version that removes all items except costumes, giving you all possible costumes (even ones you didn't unlock previously) while exploring the dungeon."	https://i.imgur.com/5Ah1hzH.png	https://gamebanana.com/gamefiles/13231	Mod	folder-open		https://shrinefox.com/forum/viewtopic.php?f=19&t=716&p=2743#p2743							
p5-other-outfits	Other Battle Outfits	P5	Haalyle	1	11/9/2020	"Player Model, Party Model"	"Changing Joker, Ann and Ryuji's outfits to different ones. Joker's Swimsuit to Towel, etc."	 	https://pbs.twimg.com/media/ElJ0KwmUYAI6otN.jpg	https://drive.google.com/file/d/1LFPM0v69t8T9waXLeXXc7SAlQhC6BwGD/view?usp=sharing	Mod	folder-open	 	https://shrinefox.com/forum/viewtopic.php?f=15&t=696							
p5-naoya-mod	The Boy with the Earring	P5	Lebby	0	11/6/2020	GMD	A mod that replaces the St. Hermelin DLC costume with the Persona 1 Protagonist model customized by NecroCainALX from Deviantart.	 	https://i.imgur.com/OobBORM.png	https://drive.google.com/file/d/1kLFY7HByvtvhmCDzt9qzbBg2twV0VvbC/view?usp=sharing	Mod	folder-open	 	https://shrinefox.com/forum/viewtopic.php?f=15&p=2745#p2745	 	 	 	 	 		
P5D-weird-accessory-mod	P5D Weird accessories and costumes mod	P5D	Pioziomgames	1	11/5/2020	"Model,GMD,GFS"	Just some quick mod that takes some random models from www.vg-resource.com and makes them into accessories and costumes	 	https://i.imgur.com/a2Obfm3.jpg	https://drive.google.com/drive/folders/181F7MpNxJio4TiU9RVUch-c4WCv7JeBX?usp=sharing	Mod	folder-open	 	https://shrinefox.com/forum/viewtopic.php?f=16&t=714							
P3FES-Backport	Skill Backport	P3FES	Phoenix	1	11/21/2020	"TBL, BED, SE, BMD"	"Imports eleven skills from Persona 4 and 5, including two unused passives. Available in MSR v1.2, or via separate download here."	 	https://www.youtube.com/watch?v=k1TlOJbu-is	https://gamebanana.com/gamefiles/13329	Mod	folder-open	 	https://shrinefox.com/forum/viewtopic.php?f=11&t=736							
p3fes-fuukadachi-mod	Replace Fuuka with Adachi Mod	P3FES	Abd	1	11/13/2020	"P4 Spoilers, Model-Swap, Sprite-Swap"	Replaces Fuuka Yamagishi with Tohru Adachi	 	https://i.ibb.co/Sdv03dQ/Screenshot-968.png	https://www.mediafire.com/file/a5sfgbwwu6b4hrx/Replace_Fuuka_with_Adachi.zip/fileModfolder-open%20mPt1FCy1Kzs1https://www.mediafire.com/file/a5sfgbwwu6b4hrx/Replace_Fuuka_with_Adachi.zip/file	Mod	folder-open	 	https://shrinefox.com/forum/viewtopic.php?f=11&t=725	 	 	 	 	 		
P5D-PT	Persona 5 Dancing Phantom Thieves	P5	Saitsu	1	11/24/2020	"Player Model, Party Model"	A port of the P5D Phantom Thieves models to P5.	 	https://cdn.discordapp.com/attachments/645431333434294332/780906822763806771/screenshot-2020_11_24_18_24_33.png	https://cdn.discordapp.com/attachments/645431333434294332/781324354671083540/P5D_Phantom_Thieves.rar	Mod	folder-open	 	https://shrinefox.com/forum/viewtopic.php?f=15&t=738							
p5-igorstest	Igor's test - the hardest fight	P5	Toh-ka	1	11/15/2020	ADX	"gor wanted to test something on you, if you fail, you get executed. (battle id is 041) Make sure that this mod is above the Big Personas Backport if you have it"	 		http://www.mediafire.com/file/grxl80v4j32owi4/Igor%2527s_test_-_the_hardest_fight.zip/file	Mod	folder-open	 	https://shrinefox.com/forum/viewtopic.php?f=15&t=728							
p5-catherine-font	Catherine Font Mod for Persona 5	"P5, P5R"	Century_	1	12/20/2020	FNT	Catherine font ported to P5 and P5R	 	https://cdn.discordapp.com/attachments/715292143442460704/778694856167653437/Screenshot_437.png	https://cdn.discordapp.com/attachments/715292143442460704/778694735488483328/Catherine_Font.7z	Mod (P5)	folder-open	 	https://shrinefox.com/forum/viewtopic.php?f=15&p=2784#p2784	https://drive.google.com/file/d/1xJqJm1yH1vonWlGo_cLcCDccxxyvRNVv/view?usp=sharing	Mod (P5R)	folder-open				
p5-jp-font	Persona 5 Japanese Font Port	P5	Century_	1	11/1/2020	FNT	Mod replacing the english p5 font characters with the japanese ones.	 		https://cdn.discordapp.com/attachments/746584552293531720/772514142598725632/Persona_5_Japanese_Font_Port.7z	Mod	folder-open	 	https://shrinefox.com/forum/viewtopic.php?f=15&t=708							
violet-mod	P5D Violet Mod	P5D	Pioziomgames	1	11/17/2020	GMD	Mod that replaces Haru with Yoshizawa.	 	https://www.youtube.com/watch?v=ya-C6btflqk	https://drive.google.com/drive/folders/1XxVUBegUYZarunKdrST2sx-MiNHKC1je?usp=sharing	Mod	folder-open	 	https://shrinefox.com/forum/viewtopic.php?f=16&t=729&p=2852#p2852							
p3fes-modmenu	P3FES Mod Menu	P3FES	Tekka	1	11/22/2020	BF	"Fully featured in-game trainer for P3FES, replaces quicktravel NPC and where you save in the dorm."		https://i.imgur.com/FjHvjpO.png	https://github.com/TekkaGB/Persona-3-Fes-Mod-Menu/releases	Mod	folder-open	https://github.com/TekkaGB/Persona-3-Fes-Mod-Menu/releases								
p3p-freecam	P3P Free Camera	P3P	DniweTamp	1	11/22/2020	Gameplay	This mod fully unlocks camera control in every 3D map.	 	https://cdn.discordapp.com/attachments/353506385213784065/780115025519968296/unknown.png	https://cdn.discordapp.com/attachments/383343424625180675/780116531832684595/P3P_Freecam.7z	Mod	folder-open	 	https://shrinefox.com/forum/viewtopic.php?f=18&p=2807#p2807							
p5-sho	Sho Minazuki over Shadow Ops/P4AU Joker	P5	Saitsu	1	11/30/2020	GMD	"Modded Sho's P5D/P3D model over Shadow Ops/P4AU Joker, replaced Paradise Lost with his sword, too."	"Updated the mod to use textures from the PS4 version, as well as some color correction on his skintone."	https://cdn.discordapp.com/attachments/715292143442460704/782664830535729192/screenshot-2020_11_29_14_45_27.png	https://cdn.discordapp.com/attachments/645431333434294332/782664085790654515/Sho.rar	Mod	folder-open		https://shrinefox.com/forum/viewtopic.php?f=15&t=530&p=2042&hilit=sho#p2042							
p3fes-catherine-fonts	Catherine Font Mod for Persona 3 FES	P3FES	Century_	1	12/14/2020	FNT	Mod that replaces the font from Persona 3 FES with Catherine's.	 	https://cdn.discordapp.com/attachments/734503344499851388/788127178596024400/Italic_Ver._2.png	https://cdn.discordapp.com/attachments/734503344499851388/788126558304206848/Catherine_Fonts_for_P3FES.7z	Mod	folder-open	 	https://shrinefox.com/forum/viewtopic.php?f=11&p=2909#p2909							
p5-vilainsparty-mod	Palace rulers/Vilains party for Persona 5	P5	"Toh-ka, Hakiro"	1	12/8/2020	"ADX, GMD, GAP, DDS"	"This mod replaces some party members with palace rulers (due to popular demands, Maruki has been added)"	 	https://media.discordapp.net/attachments/696633240236064768/785940874441261096/screenshot-2020_12_08_19_45_50.png?width=1204&height=677	https://www.mediafire.com/file/dibkja0ymw30yp1/Vilains_party_for_Persona_5.7z/file	Mod	folder-open	 	https://shrinefox.com/forum/viewtopic.php?f=15&t=747							
p3fes-textbox-mod	P3FES Rectangle Textbox Mod	P3FES	hanakomisa	2	2/10/2021	GUI	Changes the shape of the textbox into a rectangle.	 	https://screenshots.gamebanana.com/img/ss/guis/602087804a169.jpg	https://gamebanana.com/guis/36276	Mod	folder-open	 	https://shrinefox.com/forum/viewtopic.php?f=11&t=748							
p5-productsans-font	Product Sans Font for Persona 5	P5	hanakomisa	1	12/12/2020	"Font, GUI"	Changes the UI font to Google's Product Sans.	 	https://i.imgur.com/yGf63bzl.png	https://cdn.discordapp.com/attachments/766976770946891788/787362928109551646/Product_Sans_Font.zip	Mod	folder-open	 	https://shrinefox.com/forum/viewtopic.php?f=15&t=749							
p5-shadowpog	Shadow Pog	P5	Scarltz	1	8/5/2020	GMD	Poggers in chat		https://media.discordapp.net/attachments/410951708274065409/740503552061079603/Capture.png?width=1202&height=677	https://drive.google.com/file/d/1pmVxmdF8E9sMB27tKK7zwC2kp2bXc7ep/view	Mod	folder-open		https://shrinefox.com/forum/viewtopic.php?f=15&t=532&p=2055#p2055							
P3FES-NewMoon	New Moon Balance Patch	P3FES	Phoenix	4	2/18/2021	"BED, PAK, SE, TBL"	"An incredibly in-depth, massive overhaul of nearly every active skill in Persona 3. Previous mods Modern Skill Rebalance and Faithful Party Rebalance are integrated, with additional tweeks to both."	"<b>Update 4, 2/18/2021</b>: See forum thread for full changelog"	https://www.youtube.com/watch?v=L8KsYbIZp7Q	https://gamebanana.com/gamefiles/13572	Mod	folder-open		https://shrinefox.com/forum/viewtopic.php?f=11&p=2945#p2945							
p5-color-cutin	Colorful Cutins	P5	AnotherNicholas	1	12/20/2020	DDS	Adds each characters thematic color to the background of their own cutin portraits. Inspired by and based off of theflightofarobyn's video.	 	https://youtu.be/FB5fG_CIYQ8	https://drive.google.com/file/d/1UFEDvzH0VbAmiYdM8vRzLmuzwTqZSXOs/view?usp=sharing	Mod	folder-open	 	https://shrinefox.com/forum/viewtopic.php?f=15&p=2948#p2948							
p3-font-p5r	P3FES Font	P5R	Alan3D	1	12/20/2020	FNT	Replaces the main font of the game with P3FES's.		https://i.imgur.com/Q0G6jsN.png	https://i.imgur.com/XPKKI66.png	Mod	folder-open									
p5r-mod-menu	Persona 5 Royal Mod Menu	P5R	"ShrineFox, TGE, CaptainSwag101, RayFireFist"	1.1	1/4/2021	"Scripts, Gameplay"	"A multi-purpose custom menu that gets loaded when you press the Square button. Edit cameras, flags, the calendar, player stats, personas and skills-- as well as view animations, models, fields, events and more."	"<b>Update 1.1</b>: Adds English UI and uses English field/dungeon text. Descriptions don't match at the moment, will be fixed in the next update"	https://cdn.discordapp.com/attachments/428021649246388224/447597680018063372/unknown.png	https://github.com/Amicitia/Persona-5-Royal-Mod-Menu/releases	Mod	folder-open	https://github.com/Amicitia/Persona-5-Royal-Mod-Menu								
p5-joker-smug-idles	Joker's More Smug Idles	P5	Haalyle	1	12/19/2020	Player Animation	Changed real world MC to have no hands in his pockets and changes Metaverse MC to stand straighter (and look more smug)	 	https://www.youtube.com/watch?v=_p-g13OCLtA	https://drive.google.com/file/d/1k4HJBMEX60asSIqP6S13OKEWr-rWLyxV/view?usp=sharing	Mod	folder-open	 	https://shrinefox.com/forum/viewtopic.php?f=15&t=768							
p5-beta-akechi	Beta Akechi	P5	SimonFoxcoon	1	12/16/2020	"Player Model, Party Model, GMD, DDS, Retexture"	Originally Akechi had this grey/brown colour scheme but it was left as an unused texture in his model.<br>I have restored that and ran it through an AI upscaler so the texture isn't so bad. I also added a mask that fits the colour scheme since there was no brown mask texture.	 	https://www.youtube.com/watch?v=NlhuQ-uvb5Q	https://gamebanana.com/dl/501608	Mod	folder-open	 	https://shrinefox.com/forum/viewtopic.php?f=15&t=760	 	 	 	 	 		
